product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Bumble and bumble. Dryspun Texture Spray $52 Value | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/AsR2RZDefDRlxWEBkooZVUxdO33eTJk5dlCiJ0cGdD3uvt8iluS0b5c824Qt1ZDFGwZkB5XP87rQesgJVLogr.HwBTIDUfG2NN0iOVPYd7iZAsPjfhQKWCMIOwLi8Xe5_KKJIlfQnBlW0h_W3dZdbqln25jv0jPhAfy.38IlTdKN?v=2,,"Free shipping and returns on Bumble and bumble. Dryspun Texture Spray $52 Value at Nordstrom.com. <p><strong>What it is</strong>: A translucent dry finishing spray that adds volume, lift and airy texture instantly.</p><p><strong>Who it's for</strong>: Ideal for those with fine-to-medium hair that is straight-to-wavy.</p><p><strong>What it does</strong>: It provides light-to-medium hold while nourishing hair and adding texture and volume.</p><p><strong>How to use</strong>: Shake well. Hold the can 10 inches away from dry hair and spray in even strokes when you want lift and airy texture.</p>",33.80,USD,https://www.nordstrom.com/s/bumble-and-bumble-dryspun-texture-spray-52-value/5075009?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=960,49,230.09000000000,2,73,2063,0.040816,1.489795
Prada Antique Calf Leather Western Booties,Bergdorf Goodman,https://product-images-cdn.liketoknow.it/AY5Ecnm8Ze.PW7kjDykBYaGU8uVjj9Gw8IEt4DDNBinEr9oDDaA9xnN_l4M7VlFbSGRjO0mt8oT5qKYonl.lla9lukIHpyvu0YG0HUBmQGfYvcf4S37mgIYQrc31076kwiQ-?v=2,,Shop Prada Antique Calf Leather Western Booties at Bergdorf Goodman. Find the latest luxury fashions from top designers.,1820.00,USD,https://www.bergdorfgoodman.com/p/prada-antique-calf-leather-western-booties-prod193200021?utm_source=google_shopping&ecid=BGCS_GP_CV_HA_PR_NONE&gclsrc=aw.ds&gad_source=1&gad_campaignid=12440045663&gclid=EAIaIQobChMImoOdov_EjgMVhSetBh2BIRQrEAQYCSABEgLgqfD_BwE,3,229.32000000000,1,1,81,0.333333,0.333333
Zella Road Trip Crinkle Nylon Shorts | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/6_drNZ7V2tIfdMcXk9yVNdPZqR4zSUUDMyccPFLAFeMB4WtSyRtTxzGcV8RkkBsTUkBJGyHMjO_edvkMdBDPt1dbkH02fDnvdPepinBoAS0zsrtkf5KjhffF8nt__gWtS0V7eccECaLJh3QxfjSiQ7tffoKnAaaVvx.Lzf_8urMG?v=2,,Free shipping and returns on Zella Road Trip Crinkle Nylon Shorts at Nordstrom.com. <p>Spend your days off exploring the outdoors in these athletic shorts crafted from durable nylon with a longer inseam for enhanced comfort and coverage.</p>,49.00,USD,https://www.nordstrom.com/s/road-trip-crinkle-nylon-shorts/8122636?origin=coordinating-8122636-0-1-PDP_2.SEEDED_SUB_1-recbot-vertex_recs_fbt_v2&recs_placement=PDP_2.SEEDED_SUB-1&recs_strategy=vertex_recs_fbt_v2&recs_source=recbot&recs_page_type=product&recs_seed=8122629&color=BLACK,146,193.62000000000,8,44,16504,0.054794,0.301369
Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/7V2yzZTeZvPl5n_zlon.5Glmzcx2zQo5OAawjddmStMxvp5cPMEjam_bIaPToVaktvtnxSzJE1EiHR.tKc0ksCumL8ZamJxfbR0K52ELEnkE7zEvLp9wKX.1njFEGwuXl9JJHCWUasxQmWOH_2vKip9mRDiOF4RfgXp7Qds9AA6AtiO386rknxGkau4-?v=2,,Free shipping and returns on Veronica Beard Alanis Kitten Heel Slide Sandal at Nordstrom.com. <p>An angular square toe and kitten heel balance a strappy slide sandal fitted with a stylish toe ring for modern appeal.</p>,199.99,USD,https://www.nordstrom.com/s/alanis-kitten-heel-slide-sandal-women/7574776?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=203,38,187.04000000000,6,27,12378,0.157894,0.710526
LE BOP Roberta Button Down Dress | Shopbop,Shopbop,https://product-images-cdn.liketoknow.it/92IoNAwPyDXp4hcO51Hu0Bdhs4TCrqJPeEGFMD72aKa0akHl.1ysFq6wOxvzXqp25CU2Vw8pv6IoB50BiQGQAH_1BAp2M3eL_uid4GAcIcSOsq07kRCg31eVoQ8AWAsQuyLhiSNRYeuRv1LKCPGQNSknGfm246GlNfp.4n9IPK7pzfiUA_M2_5cLdUhGOh.a7yWSBJbkaFnxV5.nCNlTawFtfA--?v=2,,LE BOP Roberta Button Down Dress | Shopbop,188.00,USD,https://www.shopbop.com/roberta-button-down-dress-le/vp/v=1/1523245405.htm?fm=pd_browse_1_sbrec_v2v&ref_=pd_browse_1_sbrec_v2v&colorSin=2027386494,3,174.55200000000,1,15,736,0.333333,5.000000
Kearney Polo Tee With Contrast Piping,Veronica Beard,https://product-images-cdn.liketoknow.it/07Qxn01n9_8WFrf3S7ftebEr6zRhcU6WsuJMg89s5Rg7A._PjWaViDVSzku5AhACGH5u7WuxC9F6SgBRkVp5tzgkCR4Wxb1XRkH4ApoR7bAXKVwmOdiu.qIvuOV.6D5jfTspLaLadrq0qC9CkxRPww3dA4F_5nGrmqbPcD0f9oHjU54E1Z9z32w-?v=2,197787248616,Shop the Kearney Polo Tee With Contrast Piping in Yellow Chamomile at Veronica Beard. Enjoy free shipping on orders $100+.,123.00,USD,https://veronicabeard.com/products/kearney-tee-with-contrast-piping-bluebell,1,167.58000000000,1,4,67,1.000000,4.000000
Treasure & Bond Fringe Suede Jacket | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/vuNSXfjc0VaGllUTGHk.oBz4rg8Tq_myvaU0CG8OgkiBuE_l5dIATX6CTAht_sR12A_.x1A8ms3vkVygzYrMUmPwhGjNyOD19nGe4KRtYZ4yClbhGORz2XrSIJXNFGA86aEjt1t39LS3vrP6b3KUWBFEK7A_7vLkIoKh6Jh3IOj.?v=2,,Free shipping and returns on Treasure & Bond Fringe Suede Jacket at Nordstrom.com. <p>Introduce a hefty dose of groovy '70s style to your look with this Western-inspired suede jacket featuring a boldly topstitched yoke and dramatic fringe cascading along the back and cuffs.</p>,232.99,USD,https://www.nordstrom.com/s/fringe-suede-jacket/8127345?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=235,83,156.33800000000,7,21,14441,0.084337,0.253012
Avec Les Filles Hooded Cape Raincoat | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/9kP1Dy7kly3SMHWwgZrCClM7F82.KhiK44WLKdo773hVBnblKuQBhPSkHHFZNS6EbjuGaYDxt8pTZA69yNTDnd_mlMD2naQ5q3cCf11NINWZH2M1iSq8dah3PjZqx2HSLlH54yxrfz79pjpND.reE_24MG8viXkEFik4wOo8Ku4l?v=2,,Free shipping and returns on Avec Les Filles Hooded Cape Raincoat at Nordstrom.com. <p>A wraparound storm flap functionally sheds rain and fashionably creates a cape silhouette for this hooded raincoat that turns weather preparedness into a saunter down the catwalk.</p>,179.99,USD,https://www.nordstrom.com/s/hooded-cape-raincoat/8239248?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=269,94,125.38400000000,8,33,12378,0.085106,0.351063
Monica Vinader Odyssey Green Onyx Open Ring | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/jqR.uJrWNvwZUMivYz6SY2fUOB6bTXe1upai8.pWovYDnbEC3rJmWB__9za298hgUEJHCPMbxQ0iyMxt0Kt4zmsDbAAjZPLKMALDUmuufb62G8C4QACfvjCvhCMQai5jlLRExL3tBJl7sr.yjfQxctatWTkwiroC61fH?v=2,,Free shipping and returns on Monica Vinader Odyssey Green Onyx Open Ring at Nordstrom.com. <p>Organic-inspired settings glow with verdant green onyx stones in this open ring that's handcrafted from sterling silver and plated in 18-karat gold</p>,131.99,USD,https://www.nordstrom.com/s/monica-vinader-odyssey-green-onyx-open-ring/8113253?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=300,63,123.76000000000,1,14,2063,0.015873,0.222222
Steve Madden Gracie Dress in Tawny Pink from Revolve.com,Revolve Clothing (Global),https://product-images-cdn.liketoknow.it/EM5747srm9M7eySA45JGPczy8aJOFj_el7RFdhmC.6pnzioo_ypkUFTwmfIOHj32S3TfheK8BKXDOgqZw1WcMhIlhJ3JZyu6UpZSfQ0m0KgfNN_BLMw6n3Q-?v=2,SMAD-WD280,"Shop for Steve Madden Gracie Dress in Tawny Pink at REVOLVE. Free 2-3 day shipping and returns, 30 day price match guarantee.",129.00,USD,https://www.revolve.com/steve-madden-gracie-dress-in-tawny-pink/dp/SMAD-WD280/?d=Womens&page=1&lc=4&plpSrc=%2Fr%2FBrands.jsp%3Furl%3Dhttps%3A%2F%2Fwww.revolve.com%2Fr%2FSearch.jsp%3Fsearch%3Druffle%2Blong%2Bdress%26d%3DWomens%26sortBy%3Dfeatured%26productsPerRow%3D4%26preLoadCategory%3D%26preLoadDesigner%3D%26lazyLang%3Den%26lazyCountryCode%3DUS%26lazyCurrency%3DUSD%26_%3D1753379297456&itrownum=121&itcurrpage=1&itview=05,4,120.01500000000,1,3,77,0.250000,0.750000
SNACKS! The Chomp Heel Chew - Chew Toy,Mother Denim,https://product-images-cdn.liketoknow.it/y_fZNlgKQrYwZQPaVb7Iem8LB4xJ8QeqSzZOaErSpZ7zPpmS8kSJrdYiC7jm6QxsX5gpL36mwfTOB6YPj6ssl_R8aqyNIGFZXMorFAhcJm7s7p69Mi0uuuyA9t8immOA4SmsrjAWaO5wrvx1FtnYWYYTqHHRx2KT446fyBL5aw--?v=2,11167-1321-CHW-23,"Bootcut jeans from SNACKS!, a collection of unconstrained silhouettes leaning into exaggerated shapes and extreme proportions. Experimental and non-era specific. For everyone, or not. High-waisted bootcut jeans with a long 34-inch inseam, frayed hem and relaxed fit. Made from a recycled cotton blend, Chew Toy is a mid-",248.00,USD,https://www.motherdenim.com/products/the-chomp-heel-chew-chew-toy,3,104.16000000000,3,3,48,1.000000,1.000000
Steve Madden Dorothea Bootie (Women) | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/ZWjGm.d6EIOnC8Xj5l.N3VhyXrIIQOJtAxXOnD623a3bVdC9mB9BX.QP8iT1Ih1CaSnhbUcChABvzV3VhbTaTVi.d2aDCvcvBTy1UQagvtQSi0T0FKRZpo4rF5fZAzC9W1c1RkpVekmHl1vzNiC5qPnXyH.O4ZlzNc568KH7Pc5bulxsOYLdH2nDRqs-?v=2,,Free shipping and returns on Steve Madden Dorothea Bootie at Nordstrom.com. <p>A snipped square toe and angular heel frame this Chelsea-inspired bootie that's a versatile addition to your cool-weather looks.</p>,99.99,USD,https://www.nordstrom.com/s/dorothea-bootie-women/8242617?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=020,114,102.72500000000,5,18,10315,0.043859,0.157894
River Iconic Pump,FWRD ,https://product-images-cdn.liketoknow.it/jgaknXcxmBwyf6v6gvs6lR4aqIrZdhkZIhPEKZiOtntl8IdvbOH5in8LukLK1cbzUcAm8cQSBM.s5jQIeg52H_1vxNVjoERulA3BOQkd6tjXGbcgC0Q-?v=2,KTAH-WZ142,Shop for KHAITE River Iconic Pump in Black at FWRD. Free 2 day shipping and returns.,448.00,USD,https://www.fwrd.com/product-khaite-river-iconic-pump-in-black/KTAH-WZ142/?d=Womens&currency=USD&countrycode=US&utm_source=google&utm_medium=cpc&utm_campaign=PMax:+Product+Listing+Ads+-+FWRD+-+Top+Brands&gad_source=1&gad_campaignid=22171508774&gbraid=0AAAAADyLQd6kKJQRvHSnQK-XtvNx6ynLJ&gclid=EAIaIQobChMIqpO0r6XMjgMVajWtBh0aSzHAEAQYAyABEgKep_D_BwE&gclsrc=aw.ds,110,94.08000000000,2,2,212,0.018181,0.018181
Adeline Low Sandals,Sezane Paris - US,https://product-images-cdn.liketoknow.it/n.tleWdoJzuLqPSJSadfVQoSGwU0l6VZAtjbKz9KWcgEdztiV.to8jo1Jpzs4al3vujK_HkrsOL8ZB2Q.MZluuMd8.s5JAWun.kO8JcwqVEm6xEuknLjl.DA1.iqlSUdL40OClKjVi8BNDrdcEt4vMb0h3MnsSbR9VmK2UnKYLR6D6VuvOWdTysjhc6tkBd8.ZOGw5WLFTQdiWQCyB8Of7j10pw-?v=2,,"Discover our Adeline Low Sandals - Natural Heritage Leather. Parisian style, shipping worldwide, with free returns.",215.00,USD,https://www.sezane.com/us-en/product/adeline-low-sandals/natural-heritage-leather#size-4,314,82.79600000000,3,3,201,0.009554,0.009554
Madewell The Suede Shopper Tote | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/l6W5fC4wqbZ63Pc.YGpNyyDwUE0QrjGC7zQYIfoGqOtEuae4dpl3HeOqSKHyhhHIpSRVm94uU.tqR5N.ux5Ea8d0qdjJYTRRpNMRBXGbzjS1dhNosNgaESUQ3FH29p7.RnjjwtdonPZAz64swZ1smO6Mon6_rxTVPnEBd5p0CsAZJyJXV14a4PVHPd0-?v=2,,"Free shipping and returns on Madewell The Suede Shopper Tote at Nordstrom.com. <p>Perfectly luxe, the brand's soft-grain suede is tumbled for 48 hours to bring out the natural texture and then hand cut into the ultimate oversized shopper tote. Crafted with artisan details, it has collapsible sides that close with a dog clip that doubles as a key fob.</p>",145.99,USD,https://www.nordstrom.com/s/the-suede-shopper-tote/8231982?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=246,158,82.46000000000,5,19,10315,0.031645,0.120253
Atami Strapless Maxi Dress,goop,https://product-images-cdn.liketoknow.it/GR.N.XZXNwWJw1FI8UW9WtmDqBzAr9u2RlYbhAbgXLv3fA6NRqcygsqCnpGGIgDNFnuWaqtQw_3qkWrkMYx_Qv7HZYTo0ptx0w1TUg5h_bOu6V269tHFTbY0bTXE6.Hlnu0J89EWIVuBJv9qbgFTTc8lf2pAO2kjOQSmtJS2UbWYr5JWGXXdGdIQ9GAp.ilYNOpAbbxwvea0ZRMaQK89HsREw1XQsOVBrjIgOcJGSS6TeZsoWCgnWHKW3UiXZ85oswbQgP3HxzDpyCssHQJcu9HWKndTdvLBePbQmt891nevjySCGQkwExWXLwAHEXE-?v=2,BONDI-RTW_2502DR10011_CEL,"Shop the BONDI BORN Atami Strapless Maxi Dress at goop.com. Discover product details, pricing, sizing, styling suggestions and more.",620.00,USD,https://goop.com/bondi-born-atami-strapless-dress/p/?ref=newsletter&nlptrk=S1P3-Shop-multifashion-bondiborn&utm_source=Iterable&utm_medium=email&utm_campaign=20250715-newsletter-tuesday-shopper,5,78.12000000000,1,1,24,0.200000,0.200000
Nike Pacific Low Top Sneaker (Women) | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/UISeuYB9msG1Q8CMwGP5Zo4lCB_12_Lzu.V18p5jTs7N276RYob8ubRp4e.3N7xTK32OSkbJmxIpxioxGNwBXShLL0vPjmp8k_ETrRXxAr9JTnIfhiMmkep_iaqOXWAG_rc81_nfd1tHlPNIIRdfIsGgwTW67H_7RFGXVMo23Yc2fyxKOOay7gOMQ74-?v=2,,"Free shipping and returns on Nike Pacific Low Top Sneaker at Nordstrom.com. <p>Layers of suede and satin channel vintage energy of an iconic '70s runner that keeps going as a sneaker sporting the wide collar and low, sleek profile that made it famous. The signature herringbone tread grounds every step in Nike nostalgia and sneakerhead cool.</p>",59.99,USD,https://www.nordstrom.com/s/pacific-low-top-sneaker-women/7967102?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=300,76,76.16000000000,4,22,8252,0.052631,0.289473
Andrea Gomez Antonia Mesh Flats | Shopbop,Shopbop,https://product-images-cdn.liketoknow.it/s17GMb8Dyb6K.1.tkzFAQwYnJFRKFUg95ZNe4UWnKaBmUYPi3.QTOceajSOBMkr4myqoJti381.dlTrmqe13nCtbwDS55off5zfvhsJ49U5WVdWb24FSF116v2yn5sLOLbJXpcinpYhErCklnpyNLPR9l2SdTQZw5TqbHPdUrqqqBq1oHp_ca96VUUrzhGJT1w9dUTqjRczyNrCbNNeI_uHC8I4-?v=2,,Andrea Gomez Antonia Mesh Flats | Shopbop,285.00,USD,https://www.shopbop.com/antonia-mesh-andrea-gomez/vp/v=1/1541234310.htm?fm=orderhistory&sizeCode=154,2,72.24000000000,1,3,736,0.500000,1.500000
MOTHER The Hustler Roller Sneak Jeans | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/gwHRJchN1WXDCtNobs1Hjr8Vnck.8ey_cRDkFxvMgQYWAhC8SXHQcSIENrMC4r7uwqHxGhmWfwvQmK9ksj640ZMCIFiF6jXVOcXrdo9wmKNQOeMFJbIvDSVldbCXokjUrNgXKtorEAod1BgaLO.SGxmFHBW95wtDh46vJPsBM5Ea?v=2,,"Free shipping and returns on MOTHER The Hustler Roller Sneak Jeans at Nordstrom.com. <p>A floor-grazing length adds to the dramatic, vintage-inspired look of loose-fitting jeans made from soft, stretchy denim in Los Angeles.</p>",189.99,USD,https://www.nordstrom.com/s/the-hustler-roller-sneak-jeans-easy-does-it/8258877?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=400,119,65.95400000000,5,17,10315,0.042016,0.142857
BP. Wide Leg Fleece Pants | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/M6LriAHLaONbwl8RVqc4CTYdcAHazgIyk5wnjpZOpEXTY1eu7UVIQ4MKSmLMnozm3h_.qfNfBE8l5qk5kywGbuZ0Y3edBonDlGpBWSre9r0jh5j1Acv3BV4Qjg.N_xvcpjO3kDzbTVVxOZG4l2nmqgzn1RjcHYAK.RqR5caMYD1R?v=2,,Free shipping and returns on BP. Wide Leg Fleece Pants at Nordstrom.com. <p>Elevate your everyday look in these lounge-worthy fleece pants updated in a sleek wide-leg silhouette.</p>,24.99,USD,https://www.nordstrom.com/s/wide-leg-fleece-pants/7872763?origin=category-personalizedsort&breadcrumb=Home%2FAnniversary%20Sale%2FAll%20Anniversary%20Sale&color=265,130,64.33700000000,8,41,16504,0.061538,0.315384
Clara Cashmere Crew Cardigan,Reformation (Global),https://product-images-cdn.liketoknow.it/VV094FELz9YTUWOc_iCy2CzLoZW8sP4FKrkw1W4.axFE_yCJIFi7dWJ_8QKTpyWa4k.O7vd9rEDPeFZS3nXy63EvakO7OClRemmAtZepaNVORzjONTd56SBnEmReT_XzpAyNCQT2v9rDvw2i2TvJgOdJJJIfryzpoKyWc9XHd7v0dGNaZzJgX3dZry7Lom.oAXm7YRn.BMhwUG8Bp9NudHx6UPlgP7kj4AYHxidNRQ3sdMVobQ--?v=2,1312652PMN,"You’re a softie. Shop the Clara Cashmere Crew Cardigan from Reformation, a long sleeve, crewneck cardigan. It has a relaxed fit and functional button front.",218.00,USD,https://www.thereformation.com/products/clara-cashmere-crew-cardigan/1312652PMN.html?dwvar_1312652PMN_color=HMA&quantity=1,3,63.42000000000,1,3,25,0.333333,1.000000
