product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Woven Show Leather Slingback Pumps,Saks Fifth Avenue,https://product-images-cdn.liketoknow.it/wVztjkQ_RwIxA0kYldvqT9gGJgKExkMYGLrYFUJcWWWgSXus9awar0UKY69jiI7QY5Xx6dXZzlRvmgbX3342H9Q5i_Z8cRfHyzM16vaFtdpZE9kD1ENddqOSfXrrNiI1I12cJ3gGNu4rzYouIG2uorrGPbGpYUsFaRfhTER1Ls8xEdfdGVOUwipmPQ5BfCQ6r2.7fpQ1tVpOG.Y-?v=2,22628213,Buy Fendi Woven Show Leather Slingback Pumps at SaksFifthAvenue.,1390.00,USD,https://www.saksfifthavenue.com/product/fendi-woven-show-leather-slingback-pumps-22628213.html,122,356.65000000000,1,4,3787,0.008196,0.032786
SNACKS! The Chomp Heel Chew,Mother Denim,https://product-images-cdn.liketoknow.it/y_fZNlgKQrYwZQPaVb7Iem8LB4xJ8QeqSzZOaErSpZ7zPpmS8kSJrdYiC7jm6QxsX5gpL36mwfTOB6YPj6ssl_R8aqyNIGFZXMorFAhcJm7s7p69Mi0uuuyA9t8immOA4SmsrjAWaO5wrvx1FtnYWYYTqHHRx2KT446fyBL5aw--?v=2,11167-1321-CHW-23,"Bootcut jeans from SNACKS!, a collection of unconstrained silhouettes leaning into exaggerated shapes and extreme proportions. Experimental and non-era specific. For everyone, or not. High-waisted bootcut jeans with a long 34-inch inseam, frayed hem and relaxed fit. Made from a recycled cotton blend, Chew Toy is a mid-",248.00,USD,https://www.motherdenim.com/products/the-chomp-heel-chew-chew-toy?fbclid=PARlRTSAMhoEVleHRuA2FlbQIxMAABpwo-QHSbEldkiF4jf_ioLrbkS8SXEyMgaGHpQJYiedfGWTVJlm46ZDFto3Hb_aem_HiDZf70dxOM5TMhyZBdw5A,539,349.32800000000,8,10,4557,0.014842,0.018552
Serina Sneaker (Women),Nordstrom,https://product-images-cdn.liketoknow.it/_FsVW8MG5VKt3fAt9ZyKSSabrzSXy5e51Hw07eypmgpjlCwkBUXM3QpMk9pOKHwHC6tjakp.pUTSHY57TtA6M2p_.JCUa3MHAz7XNff4I5iBr_3tbWlmvGBBTNifxXgaSdotuCqBdMxQEfB1Wmzu7KSmiqZz10Wh3P9nKal6xBWKkVsuyAjT35XSw5M-?v=2,,Free shipping and returns on Dolce Vita Serina Sneaker at Nordstrom.com. <p>Smooth suede and subtle perforations play up the sporty style of this go-to lace-up sneaker.</p>,84.00,USD,https://www.nordstrom.com/s/serina-sneaker-women/8323609?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=200,262,348.35500000000,11,29,81120,0.041984,0.110687
Enza Costa,Shopbop,https://product-images-cdn.liketoknow.it/0ImQTiNp66o7UtHcg3BQ29f0pBHfVoI88__0dyYsuKqcgwxtnWO6Ck4Kumk5w2gMrbWn6UD8RWu7OXwCjELi6iDrU.6yVWnA0D2PBI_OmBUbXGbG_8o4qjdyxBkyj5nY9BHlXZg7itVVw31cu6MWNYmz4Cc.uzZE_LBxV7c3sODGiKHb_l3fX1p8JNvuhAlUCtJmGrJhLV5TOzau4kMD9kAlBQ--?v=2,,Enza Costa Sequin Bias Skirt | Shopbop,395.00,USD,https://www.shopbop.com/sequin-bias-skirt-enza-costa/vp/v=1/1518837335.htm?os=false&breadcrumb=Shop+Women%27s%3EWhat%27s+New&folderID=13198&colorSin=2028639737&fm=other-shopbysize-viewall&ref_=SB_PLP_PDP_W_WHATS_13198_NB_67&sizeCode=118,4,342.88800000000,2,42,14738,0.500000,10.500000
Playa Oversize Linen Cover-Up Shirt,Nordstrom,https://product-images-cdn.liketoknow.it/em1OmIpbkjPrfBYUGygTCl_yvpNX2.S8IjKsaGPjj7gKQXKXJvhjRvjyZygJ5fbcxHYLzg85bi1U1kgwPr.3KhBVtj4gkY2m1doJFOiS5bqp14tTgyD_TU.cSL_b_CH4rKtafqCSPj..qObzTb1dKbdq0FLu4YESON9AI9GCJU2g?v=2,,Free shipping and returns on Vitamin A® Playa Oversize Linen Cover-Up Shirt at Nordstrom.com. <p>This oversized cover-up shirt woven from lightweight linen is a must-pack companion for your next sunny getaway.</p>,155.00,USD,https://www.nordstrom.com/s/vitamin-a-playa-oversize-linen-cover-up-shirt/7625333?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=100,155,339.82900000000,14,58,113568,0.090322,0.374193
Isla Quilted Jacket,Shopbop,https://product-images-cdn.liketoknow.it/7KKO3IvM_Rss0wqY3TZ53nGRVPspT6o47KvMkT54J2WpOmq.nOg0r6_CEE3e.cRQmCzgjzHV._q3Yxk_IBh0FDNdYnejWTwrHYFHYuocGhkMKmpBXX8FIdfHpHrCQqG63RSlfoCXhFd19OWppHlIheBmasMagyZtzyuV98GAvmY9Osi40eqYdcw.QUUcKZhXu1ySdz6vf4ppU5gJ2_9BGPnSqA0-?v=2,,AGOLDE Isla Quilted Jacket | Shopbop,550.00,USD,https://www.shopbop.com/isla-quilted-jacket-agolde/vp/v=1/1592651056.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing%3EJackets+%26+Coats&searchClick=true&searchResultClicked=Isla+Quilted+Jacket&folderID=13414&colorSin=2031733270&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_JACKE_13414_EP_27,7,323.23200000000,3,8,22107,0.428571,1.142857
Oversized Distressed Leather Flight Jacket,Banana Republic (US),https://product-images-cdn.liketoknow.it/q98kNqGp6tvJ83wvQJyaQVDgS_zFrERT0XzpYVXT1F8KJPxMRCUK2qeSnVwPDQr0trvYQP5t9N_l2_4AkFYhJJLRP30l8AC1ulYWkA4duPBFNpt3UNh4Ng2UZtjKKQSetw--?v=2,,Oversized Distressed Leather Flight Jacket | Banana Republic,698.00,USD,https://bananarepublic.gap.com/browse/product.do?pid=808705002&vid=1&pcid=48422&cid=3017934&nav=meganav%3AWomen%3ADISCOVER%3ANew+Arrivals&irgwc=1&clickid=UH0S%3Ay1Z2xycU9tyNU0qT3YkUkpzlZVxpyyE2U0&ap=6&tid=braff995028&siteID=brafcid821952#pdp-page-content,408,321.21600000000,8,8,18571,0.019607,0.019607
Miramar Terry Shea Pant,rag & bone,https://product-images-cdn.liketoknow.it/33_AOjaYUk673lj4HZLurXuJOK88uNzvVLf4fscwtBTVUxcrq9dGhQU.EV96Ohv54hyUixpqegcHmSBpe7Bs1V69NSzVa9hASUQRw0zLQ4TwboTI3zwGXSRImyFsBBwLQQnFd8ec.lkxLWmYaPoNqBDA9wOwIjcwYuGB59XeK7e21A--?v=2,WCW24H70028202_981,Buy Miramar Terry Shea Pant at rag & bone.,238.00,USD,https://www.rag-bone.com/mens-womens-clothing-accessories/miramar-terry-shea-pant-WCW24H70028202.html?dwvar_WCW24H70028202_color=981&quantity=1&ref=womens-miramar&list=Category%20-%20womens-miramar,115,317.26800000000,3,7,1806,0.026086,0.060869
Maven Sandal (Women),Nordstrom,https://product-images-cdn.liketoknow.it/kogGaOmF.lcletTkRRlpM_7aIiM78UzWsL3DzGAw6Q1Zi1dHLU9vKqkfobczRzmWSeMq6HRoobWfexrRHimCidIne.4yu2G_wJLXqCBUmL0pZR.Cxkpre_SVIa7sojkOpOfTXT_ZgahcKaOMhA7dYNlQiQlmEnWq0C2wNqoEAGo0N3OdXHEP41XTucE-?v=2,,Free shipping and returns on Stuart Weitzman Maven Sandal at Nordstrom.com. <p>Gleaming hardware accents the slender straps on a Spanish-made sandal detailed with a duo of adjustable buckles for customized wear.</p>,450.00,USD,https://www.nordstrom.com/s/stuart-weitzman-maven-sandal-women/8304873?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=201,389,316.70800000000,15,35,113568,0.038560,0.089974
Free People,Shopbop,https://product-images-cdn.liketoknow.it/Gc5rkHsIJJytv.pPyhado8kEdjD65b4D5lSnEmxCUA5vK4ZNwMz6km_CtsjnqP5iWRLuAKBiMggbFjV54hbmeeo9mGID3vTX_LufW31nW_L8BpSpL6BdzZac2zT8amA5AZTDo8w9mnyPYbhHr7fZo7CyG16kBvce_2jtA88HsPXBLf7q7xWBuB6fd.UpgBmS7rb.cGDY1xdS25PG5f69RvHH7Yw-?v=2,,Free People Midweek Longline Bra | Shopbop,38.00,USD,https://www.shopbop.com/midweek-longline-bra-free-people/vp/v=1/1507289498.htm?os=false&breadcrumb=Shop+Women%27s%3EWhat%27s+New&folderID=13198&colorSin=2043659154&fm=other-shopbysize-viewall&ref_=SB_PLP_PDP_W_WHATS_13198_NB_42&sizeCode=114,22,308.28000000000,2,27,14738,0.090909,1.227272
Cashmere Blend Luxe Fringe Coatigan,White and Warren,https://product-images-cdn.liketoknow.it/GvFPwvIKwzIhxK1UjMbaoPuoYdEFWv8LYRXuK9Kd9tO0dpDBSxRxe0qxO2r0HQyk38yfo23CQ3Jw7GnR033FB.__NqFJPyohE6UDvQQASZK9q665tSqG9obJEZu_cntwnEhIQK4cQPNHaey9wisTr4SMcPbcemumqLJJ.Ns9K_jdwCH.UdpfdIiORt4gmXN9kPAvOsFD6YrkBiKP?v=2,,"Merino Wool-Cashmere Luxe Fringe Coatigan–Crafted from a lofty merino wool-cashmere blend, this luxe coatigan combines timeless Western influences with a modern, cozy design. The shawl collar, patch pockets, and striking fringe details on the sleeves add rustic charm with a contemporary twist. Perfect as a jacket alternative or statement layer, this versatile piece elevates any look with comfort and style. Why You’ll Love It: Cozy Luxury: Crafted from a soft, lofty merino cashmere blend, this coatigan combines the warmth and comfort of a knit with the chic sophistication of a jacket. Unique, Modern Details:The dramatic fringe adds a bold, fashion-forward touch, making it a standout addition to your wardrobe. Easy care: Dry clean only. Product Details: Length in size small is 26&quot...",695.00,USD,https://www.whiteandwarren.com/products/cashmere-blend-luxe-fringe-coatigan-sand-heather?_gl=1*1u7iwgr*_gcl_au*NDI4MzIxMTA2LjE3MzU5NTkwODEuNjU5MTcwNjc3LjE3MzYwMDgwNzguMTczNjAwODMwNA..,777,306.74000000000,4,6,3996,0.005148,0.007722
L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/kRfDI7GTL8D2oyQIA17Y0reB5p9JM8T.wBaSrU1y6fb.dmxVf3ycpla.ecP5Ho0rpbovEIHAUtUwdJ7W0kcUj_899x6rzKgX4_4fRyUpnGbtUOjbXiDbpIkRVztRRlPjLVBrkCbEsafAz4RMMTrjW488L8VQOrGgLysppgiGBDWx?v=2,,"Free shipping and returns on L'AVANT Collective Hand Care 2-Piece Box Set at Nordstrom.com. <p><strong>What it is:</strong> An indulgent hand-care set with elegant, refillable glass bottles of hand soap and hand lotion to leave skin soft and smooth.</p><p><strong>Set includes:</strong></p><p>- High-Performing Hand Soap (16 oz.): a gentle, plant-based hand wash that transforms into a luxuriant lather, leaving skin clean, soft and lightly scented</p><p>- Hand Lotion (10 oz.): a luxurious hand lotion formulated with high-quality, plant-based ingredients to leave skin feeling silky, soft and smooth</p><p><strong>Fragrance story:</strong> Delicate notes of ylang-ylang and bamboo mingle with pure essential oils of soothing lavender and geranium, as basil and lemon oils invigorate the senses.<...",44.99,USD,https://www.nordstrom.com/s/hand-care-2-piece-box-set/8322260?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=960,99,298.85100000000,10,34,73008,0.101010,0.343434
ZW COLLECTION LACE CAMISOLE TOP,Zara US,https://product-images-cdn.liketoknow.it/zbGLfDZ8T9bkV28jeNbT88J3VWTmYLBoC_N2eEL7wvsP8lcpephdTwJJTc5E5o.oeqdueESWr6PA5UI8cDtWrOhZRn50ubL07JOUESCdW02BqxRobtdr1HJsK2dlb2ylHG56bCH_9ql6ZBT6ooIgzEWrkW5nvIMNrL_xeGpg9mX_yYJYD01RDlADw.RkTK3IRnDbEajd3nyI8uc9_F.I?v=2,463985656-800-1,"ZARA WOMAN COLLECTION

V-neck top with spaghetti straps. Matching lace appliqué detail. Hem with side vents.",59.90,USD,https://www.zara.com/share/zw-collection-lace-camisole-top-p05107285.html?v1=463985656,349,297.89600000000,29,29,38910,0.083094,0.083094
Lexi Mid Rise Bowed Straight Leg Jeans,Nordstrom,https://product-images-cdn.liketoknow.it/h07VlQJFvbz6XXTfzmbBfmUrGA.vqks9mDw9CtDdTGgoIX122_r3pTdKu7PvtLisLgI5uhgTKAXXtPd6Fa1qZz70z6ij287NJJZZnQ39MoN8EsyjRf1N1dXepGOqs94FFXnaTEAR3Qwe90PXi15cI703GJ44YNxj_gj3?v=2,,"Free shipping and returns on Pistola Lexi Mid Rise Bowed Straight Leg Jeans at Nordstrom.com. <p>Refresh your casual look with relaxed-fit, nonstretch jeans that curve out slightly at the knees to create a modern silhouette.</p>",168.00,USD,https://www.nordstrom.com/s/pistola-lexi-mid-rise-bowed-straight-leg-jeans/8196983?color=BLUSH&size=28&utm_content=pmax_womanapparel_asset_group&utm_term=pmax_womanapparel_listing_group&utm_channel=low_nd_shopping_pmax&adpos=&creative=&device=c&matchtype=&network=x&acctid=21700000001689570&dskeywordid=&lid=58700008804472611&dsproductgroupid=&product_id=A4953000&merchid=1243147&prodctry=US&prodlang=en&channel=online&storeid=&locationid=1027726&targetid=&campaignid=21864773245&adgroupid=&gclsrc=aw.ds&gad_source=1&gad_campaignid=21854357736&gbraid=0AAAAAD8eAEkvNZirn5meXeKTLcWSSOqmD&gclid=CjwKCAjwiezABhBZEiwAEbTPGMdQOT7rFDsbQARKCDb8PSkw65dWdn7iW1I-BdIYYu5lyHjDX35echoCDjIQAvD_BwE,251,293.55200000000,29,109,186576,0.115537,0.434262
Medium Le City Suede Satchel,Nordstrom,https://product-images-cdn.liketoknow.it/aKKNXAfGVCZucVyx9tLznBow.90RsBpK5zGOF.bAWlTIzrVS40QPg9HdlB0LhBNADBUb8NTd5HosEq1utnlu.qJ5byLDgeeZWoyuy4TN7xwKKSNYVCbQxSREH0W0f.0KBuDPX1zwqFYl99YksT8q.FPucD.ZFI0zVOgAZwErvArd5jij88jtDDIpRaE-?v=2,,Free shipping and returns on Balenciaga Medium Le City Suede Satchel at Nordstrom.com. <p>Balenciaga relaunches its iconic Y2K bag with this updated style crafted from velvety calfskin suede and detailed with signature hardware.</p>,2950.00,USD,https://www.nordstrom.com/s/medium-le-city-suede-satchel/8348691?origin=coordinating-8348691-0-1-PDP_1-recbot-vertex_recs_ymal_v2&recs_placement=PDP_1&recs_strategy=vertex_recs_ymal_v2&recs_source=recbot&recs_page_type=product&recs_seed=8348690&color=3503%20KHAKI#fs,158,288.62400000000,9,19,73008,0.056962,0.120253
SOREL,Nordstrom,https://product-images-cdn.liketoknow.it/VckFhK9eWrPf7jL_xpg1HD5gzlOE_vdrGtUH09V1zIVayrWR9Z9PjXXHQYJhBKM9yIGS82PRPdK8xrLyZhoqV17eUb68bfSKiPpv79utlORIoR_QUpd.mMErItYg8zgMuRPoFG_DSkzZb.XjLjqws_uuTyoyGk17LS848GQ21Cvl8MsFuIv1XZbcUp4-?v=2,,Free shipping and returns on SOREL Cheyanne Metro II Waterproof Boot at Nordstrom.com. <p>The comfort of a sneaker meets the coverage of a boot in this insulated and waterproof leather style featuring traction-enhancing vulcanization. Signature EVERTREAD zonal pods ensure maximum underfoot support with every step you take.</p>,140.00,USD,https://www.nordstrom.com/s/sorel-cheyanne-metro-ii-waterproof-boot-men/7529415?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=419,90,286.26500000000,16,34,121680,0.177777,0.377777
DL1961,Shopbop,https://product-images-cdn.liketoknow.it/r7x6VPQgCh4Y1oEkPnXUDIonVSFfPOTRLoQbkdjhlzuTt1o_o00Z9pjs9oiDsv.TLENuSfbxORX4cBKO_KYXMzP97vGnXesC3D7NHvaarZfRDEhXV7biauo897U3z9mYYhUXiQznvvlC7ZunynxbU5dXquw8MKl7UsyOeNeXZftw3r_WWNRbTeB80EQ5VzIQW6ylH7IVKZtNQRpqKn_r0e5U5Q--?v=2,,DL1961 Bridget Boot Crop Instasculpt Jeans | Shopbop,189.00,USD,https://www.shopbop.com/bridget-boot-crop-high-rise/vp/v=1/1544297766.htm?os=false&breadcrumb=&colorSin=2036167052&fm=other-viewall&ref_=SB_PLP_PDP_Wpd_detail_1_v2v_pt1_bc1_day0_NB_11,1,275.52000000000,1,35,7369,1.000000,35.000000
Jessie Jumpsuit,Varley US,https://product-images-cdn.liketoknow.it/eIwtoXj8AuAq7QgkniEe4WlqYBfI.0qMCsy6BjoqiYFivtL_zAOGUjyfIqv4jt_M3FyKWWbEf3RA0TtD4C0.x3BSTDk1qJUtgCP4yxR64DBAm1I6lvOsPMnt3LdWTNIWblxw9kE3Lj_Ds.fJYb_AR3gKpVlRcIXQ4C4dapECQ_Vpv53iS6JY5CgpAtkksft5NIxYy1MiR_sO2cyPYMA6B2QTlhnMjkd61AaiEMJ0JlBif6WpA21K_qFOyEV4MUAdktQYC7ruvhayvwuVAB8s9A--?v=2,,"Cut in our soft and luxurious DoubleSoft™️ jersey, the Jessie has a relaxed fit with a front zip opening that may be worn up or down. This style features popper fastenings at the cuffs.",218.00,USD,https://www.varley.com/products/jessie-jumpsuit?variant=41667427958957&Color=Black&Size=XS,384,266.93100000000,7,7,3072,0.018229,0.018229
Kimra Kick-Flare Pant,Veronica Beard,https://product-images-cdn.liketoknow.it/3VbhTGNN1l3GZf4HK0xcKz6xuJhHVul3JXF.AakFJ.2JRY3fP7FyhtV.JGoWBdPyhh.rgBOKbpcK7nANP.KE5aZo3gsGcNpfkkZBbrgJlVmE2hRDMi4KOgWfBHOVG7FNbzH55jaLI6.u.KRSd.xDJTab2Y7w4Zb6h8MQv6r.2A--?v=2,197787306323,Shop the Kimra Kick-Flare Pant in Navy at Veronica Beard. Enjoy free shipping on orders $100+.,448.00,USD,https://veronicabeard.com/products/kimra-kick-flare-pant-midnight-wash,3,260.54000000000,1,3,640,0.333333,1.000000
ZW COLLECTION LACE CAMISOLE TOP,Zara US,https://product-images-cdn.liketoknow.it/KF1zOAEDev4Fsz45xBZFmpm0VBhXIKByTMXQCGgPwOf89BLggFubCMBYvHPxRImvRBGVzfj.EA0bJBseR4eWCj2USIyHnv6EM.2FTF5ZMSOz1MNCy3qUKyClNChdkbeZE7AgjPuUoTyHxXo4FgwQdV48HpZtiig4ADiQAg_6_P7kZtyXN2G6h1nxuUzg7b7APR610HkKaR0Yuyvq89zo66L4qok90g--?v=2,463985656-800-1,"ZARA WOMAN COLLECTION

V-neck top with spaghetti straps. Matching lace appliqué detail. Hem with side vents.",59.90,USD,https://www.zara.com/share/zw-collection-lace-camisole-top-p05107285.html?LTKLID=4-2LgFrsAJrffaaw39Mrrw&v1=463985656&sv1=affiliate&sv_campaign_id=136348&awc=21094_1757260010_727a16df2c809a683f75fb8abf156d31&utm_source=awin&utm_medium=affiliation&utm_campaign=136348&utm_content=LTK&utm_term=21094_1757260010_727a16df2c809a683f75fb8abf156d31,335,254.89600000000,20,20,38910,0.059701,0.059701
Miramar Terry Wide-Leg Pant,rag & bone,https://product-images-cdn.liketoknow.it/PQOmj9dGMCZcGbv44XJS8a.YYMTN8NaE5Onvsxlmt00NlYJkweMR2Ki.3G73t3xd9Lt3urTt3ckVnO8fCVzTviR8EbFxuIPFqOaq_xuGdEx3PAUhe7OzIwbOiE6NEMWXapTpYAt8gtx5bJA6DpYlYQL.C9qnn7UVSo_zrN1KXlb2B7uM1E8-?v=2,WCW23F70018201_421,Buy Miramar Terry Wide-Leg Pant at rag & bone.,188.00,USD,https://www.rag-bone.com/mens-womens-clothing-accessories/miramar-terry-wide-leg-pant-WCW23F70018201.html?dwvar_WCW23F70018201_color=421&quantity=1&ref=womens-miramar&list=Category%20-%20womens-miramar,722,246.00100000000,6,9,1806,0.008310,0.012465
